flight_number,scheduled_departure_date,total_pax,departure_delay_min
4474,2025-08-07,40,-1.00
5038,2025-08-05,48,-4.00
4645,2025-08-14,40,129.00
4542,2025-08-10,49,-6.00
5269,2025-08-11,52,3.00
5379,2025-08-09,86,148.00
4380,2025-08-11,47,106.00
481,2025-08-15,117,-1.00
1146,2025-08-01,198,3.00
2147,2025-08-12,100,60.00
2418,2025-08-07,166,5.00
5353,2025-08-01,48,-10.00
2067,2025-08-01,184,27.00
2649,2025-08-08,195,3.00
970,2025-08-05,194,26.00
1306,2025-08-05,229,-8.00
2862,2025-08-15,176,-5.00
5447,2025-08-08,80,-2.00
600,2025-08-15,169,-5.00
288,2025-08-13,227,49.00
5699,2025-08-14,77,-1.00
1044,2025-08-06,270,-3.00
5448,2025-08-07,34,0.00
5037,2025-08-15,27,-3.00
4461,2025-08-09,44,-10.00
3610,2025-08-14,92,3.00
2155,2025-08-06,165,327.00
3409,2025-08-11,63,3.00
5234,2025-08-08,49,-7.00
3708,2025-08-08,73,-1.00
1580,2025-08-06,150,237.00
4452,2025-08-05,60,-9.00
4476,2025-08-06,41,-4.00
5026,2025-08-07,31,78.00
2337,2025-08-03,225,0.00
1742,2025-08-07,209,40.00
1761,2025-08-03,198,210.00
2039,2025-08-07,275,110.00
2649,2025-08-12,193,264.00
5234,2025-08-13,49,-7.00
4479,2025-08-10,59,-9.00
1872,2025-08-11,161,10.00
4645,2025-08-08,48,-7.00
1144,2025-08-03,183,20.00
5262,2025-08-09,60,-6.00
2147,2025-08-09,116,-1.00
4530,2025-08-01,49,54.00
1832,2025-08-08,100,3.00
3638,2025-08-07,94,-5.00
5841,2025-08-06,57,-2.00
3685,2025-08-01,87,-4.00
5810,2025-08-06,45,146.00
4636,2025-08-15,44,98.00
5427,2025-08-13,41,-5.00
5375,2025-08-02,50,-5.00
1239,2025-08-12,140,-4.00
2426,2025-08-07,169,12.00
5405,2025-08-11,55,-5.00
611,2025-08-02,247,98.00
4184,2025-08-04,51,-8.00
359,2025-08-11,153,-8.00
609,2025-08-05,197,5.00
1920,2025-08-07,185,14.00
4613,2025-08-02,50,-2.00
1328,2025-08-09,236,-5.00
5847,2025-08-04,76,-2.00
2497,2025-08-06,100,248.00
980,2025-08-01,265,34.00
929,2025-08-12,136,-1.00
2147,2025-08-06,99,326.00
5915,2025-08-12,51,332.00
466,2025-08-10,135,-8.00
291,2025-08-10,126,25.00
2226,2025-08-15,185,8.00
4491,2025-08-15,46,-5.00
4502,2025-08-06,47,-3.00
1577,2025-08-14,263,2.00
293,2025-08-11,208,-6.00
2067,2025-08-06,197,-5.00
660,2025-08-09,284,-4.00
2370,2025-08-13,209,37.00
533,2025-08-08,143,18.00
4395,2025-08-07,58,33.00
556,2025-08-06,118,-7.00
3638,2025-08-04,91,6.00
3628,2025-08-07,69,11.00
1273,2025-08-13,155,-7.00
786,2025-08-01,181,-5.00
4718,2025-08-06,64,10.00
4546,2025-08-10,42,4.00
1129,2025-08-08,129,-2.00
5603,2025-08-11,47,-10.00
5593,2025-08-09,58,-1.00
5021,2025-08-09,35,26.00
5695,2025-08-04,73,5.00
3421,2025-08-05,74,-7.00
1983,2025-08-05,195,99.00
1577,2025-08-01,294,15.00
5631,2025-08-06,46,9.00
4406,2025-08-08,58,-5.00
1525,2025-08-01,168,4.00
1920,2025-08-03,190,54.00
5447,2025-08-02,96,7.00
793,2025-08-15,132,79.00
5763,2025-08-13,102,0.00
1414,2025-08-07,164,-9.00
1156,2025-08-03,218,28.00
1314,2025-08-12,214,4.00
2661,2025-08-05,175,-1.00
4456,2025-08-10,34,-3.00
909,2025-08-01,273,27.00
5376,2025-08-10,75,35.00
708,2025-08-13,126,9.00
1069,2025-08-12,96,107.00
1658,2025-08-11,191,-2.00
2635,2025-08-08,129,15.00
1815,2025-08-09,189,0.00
1538,2025-08-09,220,1.00
4461,2025-08-10,48,-3.00
5398,2025-08-14,65,-2.00
4559,2025-08-08,50,-11.00
2172,2025-08-11,179,3.00
2378,2025-08-07,219,21.00
4590,2025-08-12,53,9.00
5427,2025-08-14,51,100.00
5026,2025-08-11,46,24.00
4571,2025-08-11,51,-5.00
374,2025-08-05,138,-2.00
4559,2025-08-15,43,-6.00
1803,2025-08-06,214,-1.00
5274,2025-08-15,45,141.00
416,2025-08-14,287,65.00
3614,2025-08-05,61,-3.00
343,2025-08-01,182,4.00
3498,2025-08-04,75,-4.00
2387,2025-08-02,289,-5.00
561,2025-08-08,134,-2.00
1872,2025-08-09,185,15.00
5699,2025-08-13,73,0.00
1872,2025-08-14,174,30.00
1811,2025-08-07,199,9.00
1677,2025-08-15,189,-3.00
1616,2025-08-11,213,-1.00
2154,2025-08-02,215,31.00
4766,2025-08-02,50,107.00
695,2025-08-01,234,13.00
1198,2025-08-11,253,-8.00
1006,2025-08-09,210,1.00
4476,2025-08-02,55,-7.00
2176,2025-08-09,188,0.00
5253,2025-08-09,75,8.00
5138,2025-08-11,31,3.00
1923,2025-08-06,106,304.00
1708,2025-08-02,135,5.00
5610,2025-08-15,37,-1.00
2628,2025-08-07,123,54.00
5383,2025-08-09,65,4.00
5353,2025-08-08,45,23.00
3663,2025-08-06,72,27.00
5726,2025-08-03,72,10.00
2006,2025-08-13,172,2.00
2154,2025-08-08,164,12.00
5607,2025-08-10,75,-5.00
1525,2025-08-04,145,61.00
5726,2025-08-07,52,-8.00
758,2025-08-12,209,102.00
1077,2025-08-04,157,-5.00
1775,2025-08-08,223,12.00
2337,2025-08-01,193,4.00
4638,2025-08-15,72,26.00
617,2025-08-14,170,13.00
1270,2025-08-10,234,0.00
1363,2025-08-05,241,12.00
4517,2025-08-11,50,11.00
4563,2025-08-07,50,-7.00
1983,2025-08-10,199,49.00
2347,2025-08-05,64,98.00
1905,2025-08-14,170,102.00
5234,2025-08-10,40,42.00
5493,2025-08-10,46,-3.00
1756,2025-08-08,143,63.00
3523,2025-08-06,92,-1.00
2179,2025-08-08,265,0.00
2661,2025-08-06,157,-6.00
2369,2025-08-03,207,-3.00
5392,2025-08-03,80,17.00
5444,2025-08-05,48,-8.00
1525,2025-08-11,142,-1.00
5118,2025-08-15,46,13.00
1077,2025-08-15,43,5.00
592,2025-08-02,189,19.00
4389,2025-08-15,50,22.00
5314,2025-08-03,64,7.00
2202,2025-08-06,193,139.00
293,2025-08-13,185,18.00
881,2025-08-09,322,0.00
3690,2025-08-05,51,-1.00
2290,2025-08-03,150,-4.00
1347,2025-08-04,203,5.00
3464,2025-08-05,72,0.00
4748,2025-08-02,46,2.00
4809,2025-08-07,84,69.00
1933,2025-08-05,192,-4.00
1069,2025-08-01,122,32.00
5138,2025-08-02,45,-7.00
2179,2025-08-13,246,15.00
3571,2025-08-13,87,-4.00
1156,2025-08-09,102,57.00
3610,2025-08-06,88,-1.00
4554,2025-08-03,44,7.00
1168,2025-08-03,226,2.00
1363,2025-08-12,234,198.00
1314,2025-08-09,253,43.00
912,2025-08-14,167,54.00
622,2025-08-09,517,-3.00
3569,2025-08-02,97,-1.00
3464,2025-08-03,69,4.00
1291,2025-08-10,229,1.00
307,2025-08-09,158,-4.00
4611,2025-08-07,50,-2.00
3716,2025-08-11,76,-3.00
2287,2025-08-09,178,-3.00
2653,2025-08-02,231,-6.00
2004,2025-08-04,185,6.00
4429,2025-08-06,53,-7.00
845,2025-08-02,360,60.00
1779,2025-08-11,69,39.00
286,2025-08-05,174,-3.00
1413,2025-08-15,175,0.00
2385,2025-08-05,171,-4.00
5429,2025-08-05,87,-3.00
777,2025-08-14,188,156.00
695,2025-08-03,223,12.00
2092,2025-08-09,212,-7.00
2677,2025-08-12,177,183.00
4425,2025-08-07,45,-4.00
4431,2025-08-13,49,-2.00
2672,2025-08-07,153,-3.00
5260,2025-08-07,64,159.00
2071,2025-08-12,107,-6.00
5499,2025-08-10,36,144.00
466,2025-08-11,134,-8.00
4519,2025-08-07,46,12.00
533,2025-08-15,108,10.00
5309,2025-08-07,54,11.00
4748,2025-08-14,39,9.00
4530,2025-08-15,53,-8.00
2629,2025-08-04,178,-2.00
1304,2025-08-10,181,3.00
1851,2025-08-04,137,-15.00
2370,2025-08-04,188,15.00
5383,2025-08-11,48,0.00
3610,2025-08-11,70,-4.00
2133,2025-08-06,197,22.00
5099,2025-08-12,23,-8.00
1531,2025-08-11,136,23.00
2394,2025-08-11,270,1.00
5251,2025-08-09,102,-1.00
1941,2025-08-10,124,55.00
2609,2025-08-05,148,-8.00
291,2025-08-07,167,4.00
1316,2025-08-10,125,3.00
291,2025-08-11,173,3.00
4568,2025-08-15,52,-9.00
1129,2025-08-01,207,3.00
5505,2025-08-15,46,-1.00
4792,2025-08-15,67,9.00
4458,2025-08-07,49,-6.00
5930,2025-08-08,70,-5.00
2424,2025-08-12,167,27.00
118,2025-08-14,184,145.00
1989,2025-08-07,177,29.00
5225,2025-08-10,36,-4.00
3668,2025-08-05,70,-2.00
1398,2025-08-01,191,12.00
2465,2025-08-12,183,-6.00
3523,2025-08-12,84,208.00
2099,2025-08-09,196,-6.00
2182,2025-08-10,171,-3.00
5376,2025-08-02,61,182.00
4504,2025-08-08,46,-6.00
5135,2025-08-06,31,-8.00
4789,2025-08-15,74,1.00
5868,2025-08-12,30,11.00
980,2025-08-07,346,21.00
2104,2025-08-03,196,-1.00
5948,2025-08-01,77,6.00
5795,2025-08-07,59,-7.00
1421,2025-08-10,242,-4.00
5977,2025-08-11,76,-8.00
1832,2025-08-04,143,0.00
2364,2025-08-11,198,-5.00
1068,2025-08-05,208,-11.00
1448,2025-08-09,115,5.00
1974,2025-08-01,189,5.00
2225,2025-08-03,201,-2.00
5603,2025-08-07,62,43.00
5859,2025-08-08,96,1.00
1361,2025-08-04,126,15.00
4809,2025-08-08,92,-8.00
5505,2025-08-01,45,23.00
5108,2025-08-15,54,-9.00
1182,2025-08-05,170,-5.00
5045,2025-08-01,71,10.00
5131,2025-08-04,54,-8.00
5712,2025-08-12,62,5.00
4552,2025-08-02,54,-4.00
5352,2025-08-09,63,5.00
3536,2025-08-02,102,11.00
3696,2025-08-05,64,-10.00
4468,2025-08-10,66,72.00
4597,2025-08-11,44,-8.00
5984,2025-08-02,91,-5.00
1531,2025-08-05,131,12.00
3654,2025-08-07,84,-2.00
5444,2025-08-04,52,-8.00
4789,2025-08-13,61,-1.00
5631,2025-08-09,49,-5.00
3610,2025-08-13,85,-8.00
4542,2025-08-06,50,69.00
909,2025-08-06,267,119.00
972,2025-08-15,396,23.00
1010,2025-08-04,142,-4.00
291,2025-08-08,147,45.00
5610,2025-08-05,45,-10.00
2424,2025-08-02,209,4.00
3628,2025-08-13,72,0.00
561,2025-08-15,129,78.00
3535,2025-08-03,78,-1.00
5099,2025-08-14,53,7.00
1082,2025-08-08,158,7.00
4584,2025-08-15,50,10.00
4406,2025-08-01,49,-5.00
2418,2025-08-02,171,29.00
2653,2025-08-09,239,-4.00
1811,2025-08-03,168,-3.00
5275,2025-08-03,54,7.00
729,2025-08-11,153,0.00
1306,2025-08-07,192,24.00
1270,2025-08-12,148,-7.00
4517,2025-08-10,56,9.00
359,2025-08-03,177,-3.00
1803,2025-08-03,233,-9.00
2635,2025-08-01,148,6.00
1492,2025-08-15,91,33.00
2465,2025-08-13,218,4.00
1657,2025-08-02,179,25.00
4610,2025-08-13,51,-3.00
1740,2025-08-10,231,-2.00
5251,2025-08-12,31,859.00
4173,2025-08-05,46,-1.00
5140,2025-08-07,56,87.00
4792,2025-08-02,87,-1.00
1741,2025-08-03,174,-1.00
3707,2025-08-05,46,-4.00
2008,2025-08-08,286,170.00
1135,2025-08-02,233,-7.00
4390,2025-08-13,50,-4.00
3601,2025-08-10,83,-2.00
3707,2025-08-08,52,7.00
1335,2025-08-10,206,70.00
1538,2025-08-10,190,111.00
5395,2025-08-01,74,-7.00
4638,2025-08-09,68,35.00
5628,2025-08-13,75,3.00
4809,2025-08-02,80,5.00
1920,2025-08-08,171,75.00
1803,2025-08-13,242,0.00
1872,2025-08-12,148,5.00
2290,2025-08-15,107,54.00
2691,2025-08-06,195,-9.00
5819,2025-08-13,50,-9.00
275,2025-08-14,170,-1.00
1209,2025-08-09,147,7.00
481,2025-08-01,143,15.00
1594,2025-08-04,137,-1.00
5968,2025-08-10,83,-3.00
1178,2025-08-04,123,1.00
1612,2025-08-04,116,-1.00
5763,2025-08-01,68,0.00
622,2025-08-06,455,-4.00
2361,2025-08-12,193,9.00
2172,2025-08-01,154,-1.00
1878,2025-08-08,234,8.00
3598,2025-08-12,62,160.00
1041,2025-08-12,121,44.00
2665,2025-08-11,210,216.00
5603,2025-08-08,48,-6.00
1120,2025-08-09,212,-7.00
5852,2025-08-12,48,-3.00
3402,2025-08-09,72,6.00
5505,2025-08-08,45,-2.00
5250,2025-08-13,79,7.00
3668,2025-08-11,76,14.00
3598,2025-08-04,81,45.00
5626,2025-08-10,53,-5.00
1576,2025-08-05,110,15.00
4791,2025-08-02,54,0.00
4426,2025-08-06,43,-4.00
5138,2025-08-04,32,1.00
5608,2025-08-12,55,-3.00
4484,2025-08-05,60,-2.00
5344,2025-08-04,46,-1.00
5027,2025-08-07,5,-8.00
1205,2025-08-01,200,-4.00
399,2025-08-06,180,4.00
1252,2025-08-07,46,-7.00
953,2025-08-13,245,19.00
2387,2025-08-04,234,54.00
1923,2025-08-02,139,1.00
5395,2025-08-10,70,7.00
2137,2025-08-10,197,5.00
247,2025-08-08,166,-4.00
5532,2025-08-01,75,-8.00
1100,2025-08-08,166,-10.00
4380,2025-08-10,45,-2.00
1975,2025-08-13,135,0.00
219,2025-08-12,376,-3.00
2494,2025-08-10,147,14.00
224,2025-08-02,240,-6.00
5138,2025-08-14,39,-3.00
445,2025-08-02,213,29.00
4474,2025-08-10,56,78.00
2684,2025-08-06,228,-4.00
1740,2025-08-13,100,1.00
5668,2025-08-13,46,159.00
481,2025-08-10,132,-3.00
1583,2025-08-15,225,-5.00
5472,2025-08-03,42,-4.00
1584,2025-08-11,230,8.00
5121,2025-08-07,9,7.00
1291,2025-08-08,98,-3.00
617,2025-08-09,145,-2.00
5557,2025-08-15,81,-8.00
2008,2025-08-06,281,81.00
5474,2025-08-05,45,-7.00
5225,2025-08-03,58,-8.00
2683,2025-08-04,174,92.00
1273,2025-08-08,273,-2.00
2369,2025-08-13,144,-7.00
1030,2025-08-07,127,11.00
1306,2025-08-13,114,-4.00
2424,2025-08-13,197,5.00
2684,2025-08-03,217,177.00
881,2025-08-11,240,-3.00
5593,2025-08-01,90,-4.00
1252,2025-08-10,95,0.00
1848,2025-08-05,110,-3.00
5847,2025-08-15,83,13.00
4533,2025-08-02,44,-4.00
1779,2025-08-10,167,10.00
769,2025-08-09,196,35.00
1872,2025-08-03,153,-1.00
1097,2025-08-12,143,-7.00
2337,2025-08-02,224,33.00
660,2025-08-10,240,0.00
4549,2025-08-02,61,-3.00
4590,2025-08-09,60,-7.00
275,2025-08-08,174,-2.00
2254,2025-08-12,208,-1.00
1857,2025-08-01,219,-6.00
4610,2025-08-06,53,-6.00
1909,2025-08-08,186,-1.00
1564,2025-08-06,199,291.00
5427,2025-08-11,46,0.00
2329,2025-08-01,147,10.00
4809,2025-08-06,65,-10.00
5446,2025-08-08,69,97.00
4518,2025-08-05,61,4.00
1842,2025-08-08,255,-1.00
1448,2025-08-15,125,-3.00
5601,2025-08-13,50,15.00
5643,2025-08-03,53,0.00
4501,2025-08-03,48,-11.00
5726,2025-08-14,58,-4.00
4599,2025-08-09,46,-5.00
2483,2025-08-12,193,0.00
777,2025-08-11,111,-2.00
1485,2025-08-07,208,-5.00
1658,2025-08-03,182,-5.00
1448,2025-08-13,128,-1.00
2653,2025-08-12,210,-3.00
1082,2025-08-05,162,-9.00
1010,2025-08-02,117,-1.00
1761,2025-08-11,153,66.00
1899,2025-08-14,158,10.00
1801,2025-08-14,256,30.00
5100,2025-08-15,22,63.00
5253,2025-08-03,81,10.00
482,2025-08-08,166,-2.00
224,2025-08-06,222,108.00
721,2025-08-03,240,-1.00
2677,2025-08-04,179,15.00
2691,2025-08-11,225,-3.00
533,2025-08-12,93,193.00
3568,2025-08-06,103,7.00
275,2025-08-06,163,18.00
4491,2025-08-05,45,-8.00
1363,2025-08-04,223,-2.00
1989,2025-08-13,194,12.00
2414,2025-08-15,168,-4.00
669,2025-08-04,171,-3.00
5948,2025-08-10,92,64.00
5717,2025-08-13,89,-8.00
1832,2025-08-01,136,0.00
4789,2025-08-01,52,-1.00
1069,2025-08-10,130,23.00
2290,2025-08-12,137,30.00
2657,2025-08-14,198,-1.00
2225,2025-08-05,198,-5.00
1803,2025-08-01,222,-2.00
5731,2025-08-13,85,-5.00
5100,2025-08-14,36,56.00
5269,2025-08-06,47,-6.00
5230,2025-08-10,53,100.00
5253,2025-08-08,78,10.00
4188,2025-08-10,48,86.00
2038,2025-08-11,104,3.00
5763,2025-08-10,84,20.00
5314,2025-08-06,40,9.00
5712,2025-08-13,87,-2.00
5420,2025-08-01,62,-5.00
5836,2025-08-11,51,5.00
5737,2025-08-14,31,14.00
4571,2025-08-03,59,-2.00
944,2025-08-02,341,-1.00
2100,2025-08-11,193,-5.00
929,2025-08-08,186,43.00
5999,2025-08-01,70,11.00
708,2025-08-07,140,-6.00
4568,2025-08-05,39,-10.00
2370,2025-08-03,208,4.00
3610,2025-08-10,70,-1.00
1793,2025-08-11,126,-4.00
5821,2025-08-01,47,-5.00
695,2025-08-05,242,28.00
1358,2025-08-08,74,-5.00
1815,2025-08-11,163,-2.00
4613,2025-08-11,50,7.00
912,2025-08-13,172,83.00
617,2025-08-01,142,4.00
695,2025-08-06,198,114.00
845,2025-08-08,344,114.00
1980,2025-08-08,178,-8.00
5290,2025-08-13,65,-1.00
4519,2025-08-14,52,35.00
2653,2025-08-13,215,-6.00
695,2025-08-11,131,-4.00
4425,2025-08-08,58,-2.00
1580,2025-08-10,196,82.00
2008,2025-08-15,294,-7.00
2200,2025-08-09,189,16.00
1377,2025-08-05,179,-6.00
3635,2025-08-13,67,-9.00
5425,2025-08-06,49,-6.00
1044,2025-08-13,242,-3.00
4529,2025-08-12,45,-7.00
1776,2025-08-14,186,-4.00
2251,2025-08-13,136,20.00
5260,2025-08-04,52,4.00
2635,2025-08-09,156,35.00
4645,2025-08-01,50,0.00
5136,2025-08-03,9,0.00
5121,2025-08-01,9,-11.00
5136,2025-08-10,6,-3.00
5121,2025-08-04,5,-6.00
5136,2025-08-05,8,-11.00
5121,2025-08-10,8,14.00
5121,2025-08-08,8,-5.00
5652,2025-08-08,75,-1.00
476,2025-08-15,119,91.00
1859,2025-08-04,151,5.00
2653,2025-08-04,186,-3.00
1495,2025-08-02,224,25.00
5375,2025-08-01,54,-4.00
2004,2025-08-05,156,28.00
1612,2025-08-02,147,-3.00
2333,2025-08-01,205,-3.00
2189,2025-08-10,190,-2.00
276,2025-08-11,265,3.00
1823,2025-08-11,222,-4.00
2154,2025-08-11,175,340.00
1878,2025-08-05,261,58.00
5138,2025-08-12,19,-9.00
5292,2025-08-06,80,-9.00
4780,2025-08-10,57,74.00
5380,2025-08-05,77,-9.00
2657,2025-08-07,195,33.00
3525,2025-08-07,81,0.00
4491,2025-08-14,51,118.00
4590,2025-08-04,46,-7.00
3655,2025-08-15,75,-5.00
288,2025-08-03,204,6.00
3654,2025-08-11,82,-4.00
503,2025-08-14,253,10.00
5565,2025-08-08,47,106.00
5219,2025-08-11,63,-7.00
5536,2025-08-04,94,5.00
5534,2025-08-13,93,0.00
4718,2025-08-03,54,1.00
4571,2025-08-06,43,8.00
5565,2025-08-03,54,-1.00
5230,2025-08-08,55,16.00
5020,2025-08-10,35,-8.00
5320,2025-08-13,37,-1.00
980,2025-08-13,276,25.00
2385,2025-08-07,193,-11.00
5841,2025-08-04,72,22.00
2414,2025-08-07,161,0.00
2323,2025-08-13,339,-6.00
265,2025-08-04,126,8.00
2361,2025-08-14,141,21.00
4542,2025-08-08,46,-4.00
5836,2025-08-08,54,-8.00
2243,2025-08-15,162,13.00
5353,2025-08-04,46,-11.00
5292,2025-08-07,83,-7.00
1239,2025-08-02,195,-2.00
1599,2025-08-03,462,0.00
5795,2025-08-14,80,-8.00
4476,2025-08-11,50,33.00
5337,2025-08-12,76,261.00
5020,2025-08-12,13,-7.00
1041,2025-08-06,137,2.00
4563,2025-08-08,50,-5.00
468,2025-08-05,216,1.00
2148,2025-08-05,154,2.00
1492,2025-08-10,146,27.00
5490,2025-08-09,61,26.00
5395,2025-08-11,67,1.00
5398,2025-08-04,76,-1.00
4748,2025-08-03,39,7.00
1658,2025-08-12,117,8.00
5353,2025-08-11,45,-7.00
4474,2025-08-15,47,193.00
1077,2025-08-06,48,-11.00
1612,2025-08-13,55,-7.00
5272,2025-08-01,44,130.00
5841,2025-08-01,75,-1.00
4636,2025-08-01,49,21.00
1077,2025-08-08,42,-6.00
1580,2025-08-05,201,9.00
5253,2025-08-02,92,99.00
2628,2025-08-11,100,-1.00
764,2025-08-14,129,-1.00
5108,2025-08-08,35,-2.00
4546,2025-08-15,58,-7.00
5382,2025-08-03,45,-4.00
5646,2025-08-13,59,-6.00
5344,2025-08-06,37,-5.00
1779,2025-08-08,53,-4.00
4491,2025-08-11,50,-8.00
2369,2025-08-06,131,-4.00
4426,2025-08-13,53,-4.00
1030,2025-08-11,120,14.00
1848,2025-08-14,146,-1.00
587,2025-08-14,183,19.00
1100,2025-08-07,257,20.00
5314,2025-08-10,48,48.00
4390,2025-08-15,41,88.00
3409,2025-08-04,80,7.00
1778,2025-08-02,145,0.00
5099,2025-08-04,47,29.00
2323,2025-08-04,225,-5.00
265,2025-08-10,125,13.00
1044,2025-08-11,265,7.00
1044,2025-08-12,232,-5.00
4552,2025-08-09,47,6.00
4474,2025-08-04,46,-3.00
1297,2025-08-09,148,0.00
2106,2025-08-15,158,1.00
2011,2025-08-07,172,-2.00
1834,2025-08-06,221,83.00
2172,2025-08-06,163,3.00
5930,2025-08-15,52,-10.00
5930,2025-08-13,76,14.00
378,2025-08-11,209,5.00
3690,2025-08-10,47,-5.00
4559,2025-08-12,53,-14.00
1594,2025-08-06,131,-2.00
1146,2025-08-15,137,4.00
2389,2025-08-12,134,-3.00
3654,2025-08-03,75,-7.00
5337,2025-08-07,86,4.00
2430,2025-08-13,87,-4.00
445,2025-08-11,143,0.00
293,2025-08-04,183,-6.00
1742,2025-08-06,189,269.00
3402,2025-08-04,74,-4.00
4194,2025-08-04,42,39.00
1848,2025-08-13,131,-6.00
4739,2025-08-09,50,1.00
5729,2025-08-06,58,-6.00
4585,2025-08-07,43,-7.00
1641,2025-08-07,61,6.00
5362,2025-08-12,31,10.00
5118,2025-08-01,45,-6.00
5292,2025-08-15,70,9.00
5125,2025-08-13,52,-8.00
2147,2025-08-03,119,35.00
1347,2025-08-11,214,-5.00
944,2025-08-04,289,18.00
1933,2025-08-06,139,1.00
739,2025-08-14,144,16.00
752,2025-08-10,178,15.00
764,2025-08-02,181,3.00
912,2025-08-10,176,5.00
5124,2025-08-04,55,-2.00
5607,2025-08-09,65,12.00
5414,2025-08-15,49,151.00
275,2025-08-15,151,-9.00
2182,2025-08-02,185,-7.00
1361,2025-08-08,212,55.00
4507,2025-08-02,56,3.00
1975,2025-08-01,200,-5.00
2243,2025-08-10,146,24.00
4613,2025-08-08,53,17.00
1006,2025-08-01,183,11.00
2661,2025-08-12,145,-10.00
576,2025-08-06,217,-1.00
920,2025-08-11,171,1.00
604,2025-08-03,137,0.00
3668,2025-08-04,75,-3.00
2440,2025-08-01,199,9.00
1413,2025-08-06,126,-6.00
1069,2025-08-15,92,128.00
1857,2025-08-07,183,0.00
2628,2025-08-06,64,155.00
4188,2025-08-11,48,5.00
1485,2025-08-03,190,25.00
4389,2025-08-14,51,109.00
1830,2025-08-06,157,5.00
5021,2025-08-14,44,17.00
1082,2025-08-09,178,4.00
2005,2025-08-05,83,-3.00
938,2025-08-07,188,45.00
4416,2025-08-15,60,78.00
3440,2025-08-06,80,-13.00
5526,2025-08-11,50,-3.00
5121,2025-08-11,11,-13.00
4554,2025-08-01,64,-1.00
1082,2025-08-03,150,10.00
5472,2025-08-10,42,-2.00
5051,2025-08-15,31,-2.00
5810,2025-08-14,44,3.00
5624,2025-08-01,82,7.00
721,2025-08-15,202,-1.00
2862,2025-08-12,154,-7.00
2414,2025-08-02,122,84.00
5847,2025-08-05,86,-1.00
307,2025-08-11,140,-9.00
4645,2025-08-10,51,-4.00
1398,2025-08-07,172,6.00
1811,2025-08-14,183,-2.00
2677,2025-08-08,185,-1.00
938,2025-08-09,146,-6.00
1778,2025-08-12,132,7.00
3468,2025-08-12,68,-9.00
660,2025-08-04,225,-7.00
972,2025-08-10,327,62.00
490,2025-08-08,131,-5.00
5314,2025-08-11,47,5.00
2487,2025-08-01,200,25.00
752,2025-08-01,159,5.00
3690,2025-08-07,79,-4.00
5470,2025-08-04,81,0.00
2343,2025-08-07,133,6.00
2137,2025-08-08,177,3.00
563,2025-08-09,246,-3.00
767,2025-08-08,240,-7.00
1842,2025-08-12,112,182.00
980,2025-08-14,255,3.00
1857,2025-08-08,243,-3.00
2666,2025-08-13,215,-6.00
6004,2025-08-15,48,17.00
786,2025-08-07,170,-2.00
972,2025-08-05,398,8.00
2154,2025-08-12,143,45.00
5344,2025-08-05,43,-10.00
1270,2025-08-03,272,-1.00
5526,2025-08-15,46,6.00
5280,2025-08-12,88,116.00
5538,2025-08-06,49,35.00
4395,2025-08-09,50,7.00
4476,2025-08-13,50,5.00
5215,2025-08-06,49,-4.00
2672,2025-08-06,138,-6.00
5382,2025-08-08,48,-1.00
5289,2025-08-14,49,-3.00
4188,2025-08-01,42,161.00
5843,2025-08-12,66,-8.00
1657,2025-08-03,187,-1.00
1785,2025-08-05,182,-1.00
2417,2025-08-08,245,-1.00
1660,2025-08-09,305,105.00
1775,2025-08-14,225,-3.00
4482,2025-08-10,54,81.00
758,2025-08-11,198,8.00
2090,2025-08-11,189,8.00
1693,2025-08-03,136,-5.00
5555,2025-08-12,27,212.00
1823,2025-08-04,213,9.00
5977,2025-08-14,52,-1.00
1905,2025-08-03,156,6.00
1842,2025-08-03,226,19.00
909,2025-08-07,259,0.00
2865,2025-08-12,159,31.00
5915,2025-08-09,54,-3.00
4780,2025-08-05,57,-6.00
2011,2025-08-06,171,-4.00
5843,2025-08-04,87,-6.00
2417,2025-08-03,204,0.00
2616,2025-08-03,203,-3.00
2862,2025-08-02,215,-5.00
2337,2025-08-10,215,1.00
5470,2025-08-06,68,-5.00
1205,2025-08-08,188,-10.00
1502,2025-08-06,203,-5.00
3542,2025-08-09,55,4.00
5977,2025-08-06,85,41.00
411,2025-08-07,135,-2.00
1658,2025-08-15,169,-7.00
938,2025-08-02,187,63.00
2302,2025-08-02,171,-1.00
1414,2025-08-05,165,-9.00
1857,2025-08-12,102,3.00
4406,2025-08-06,51,-9.00
265,2025-08-13,143,-4.00
5836,2025-08-03,59,-7.00
4778,2025-08-10,56,-4.00
758,2025-08-14,185,-1.00
4476,2025-08-14,54,-2.00
3655,2025-08-11,76,-2.00
4468,2025-08-13,50,0.00
2497,2025-08-10,106,45.00
4645,2025-08-09,52,14.00
4451,2025-08-09,54,-10.00
1377,2025-08-02,202,-3.00
4518,2025-08-12,36,1017.00
4458,2025-08-05,49,-3.00
4791,2025-08-10,49,-1.00
5668,2025-08-10,38,173.00
2627,2025-08-09,57,84.00
5469,2025-08-15,48,43.00
4809,2025-08-05,75,-10.00
1010,2025-08-12,10,216.00
2394,2025-08-14,249,13.00
5564,2025-08-11,50,18.00
1304,2025-08-11,196,17.00
4600,2025-08-07,48,8.00
2497,2025-08-07,130,-2.00
2333,2025-08-06,205,-2.00
600,2025-08-04,190,20.00
739,2025-08-10,158,10.00
5380,2025-08-15,67,-10.00
